MANE4140,Introduction to Computational Fluid Dynamics,"This is a course on introduction to computational fluid dynamics. This course provides knowledge necessary to model engineering applications consistent with energy and fluid dynamic physical laws. Discretization models include: overview of finite difference, finite element, and finite volume discretization approaches, physical problem classification, discretization techniques, and numerical guidelines. Applications include:  incompressible and compressible flows, laminar and turbulence flows, with introduction to computational fluid dynamics turbulence modeling, followed by boundary layer, and parabolized flow simplifications.Prerequisites: ENGR 2250 Thermal and Fluids I or MANE 2720 Fluid Mechanics, and MATH 2010 Multivariate Calculus and Matrix Algebra. Numerical and programming background preferred, not required."
MANE4170,Machine Dynamics,"The principles of dynamics as applied to the analysis of the accelerations and dynamic forces in machines and machine components such as linkages, cams, and gears. The effect these dynamic forces have on the dynamic balance and operation of the machines and the attending stresses in the individual components of the machines.Prerequisites: ENGR 2090 Engineering Dynamics and MATH 2400 Introduction to Differential Equations."
MANE4180,Mechanisms,"The displacement, velocity, and acceleration analysis of planar mechanisms, four bar linkages, slider, cranks, cams, and gear systems. Some synthesis techniques. Explore the use of existing large and small computer graphics programs.Prerequisite: ENGR 2090 Engineering Dynamics."
MANE4210,VTOL Aircraft Design,"Aerodynamics and dynamics of lifting rotors in Vertical Take-Off and Landing (VTOL) applications. Design concepts by which rotor weight and stress are minimized and vehicle control is provided. Weight and engine power trends for configuration definition. Center of gravity and aerodynamic lift and moment for equilibrium and desired aircraft attitude. Methods for determining size, weight, and cost for a given payload, useful volume, and specified performance. This is a communication-intensive course.Prerequisite: MANE 4120 Helicopter Aerodynamics and Performance or MANE 4130 Multirotor Aerial Vehicles or permission of the instuctor."
MANE4220,Inventors Studio 2,"Students work in teams to continue innovation, design, and development work on approved projects that started in other courses such as Introduction to Engineering Design or Inventors Studio 1 or equivalent. New projects can also be proposed by students. Emphasis will be on innovating, completing the design, building an improved prototype, applying for patent protection, and licensing the design. Open to undergraduate and graduate students. Oral and written concept, midterm and final presentations are required. This is a communication-intensive course. This course meets with ENGR 4010 Professional Development III.Prerequisite: MANE 2220 Inventors Studio 1 or ENGR 2050 Introduction to Engineering Design or permission of instructor."
MANE4230,Air Vehicle Design,"Conceptual and preliminary design of manned and unmanned air vehicles to satisfy given mission requirements and aircraft specifications. Includes elements of initial sizing and weights, geometry selection, aerodynamic design, propulsion integration, stability and control, loads, structural design, materials, manufacturability, and cost analysis. This is a communication-intensive course.Prerequisites: MANE 4060 Aerospace Structures and Materials, MANE 4070 Aerodynamics I, MANE Senior Standing, and either MANE 4090 Flight Mechanics or permission of instuctor."
MANE4240,Introduction to Finite Elements,"An introductory course in use of the Finite Element Method (FEM) to solve one-and two-dimensional problems in fluid mechanics, heat transfer, and elasticity. The methods are developed using weighted residuals. Algorithms for the construction and solution of the governing equations are also covered. Students will be exposed to the use of commercial finite element software.Prerequisites: ENGR 2250 Thermal and Fluids Engineering I or MANE 2720 Fluid Mechanics or ENGR 2530 Strength of Materials or ECSE 4160 Field and Waves II and junior or senior standing."
MANE4250,Space Vehicle Design,"This course introduces all elements of the spacecraft system design process from proposal preparation through detailed specification. Students are organized into design teams associated with different subsystems and tasks, to develop a solution to a space vehicle system problem of practical interest, by drawing on their background in aerospace engineering science and design. Topics include problem definition and requirement analysis, design specifications, concept development, reliability, materials considerations of alternative solutions, materials considerations, risk assessment and mitigation, manufacturability, mission analysis, and presentation skills. This is a communication-intensive course. Seniors only."
MANE4260,Multidisciplinary Capstone Design,"A capstone design experience that engages students from biomedical, computer systems, electrical, industrial, materials, and mechanical engineering on teams in an open-ended engineering design problem in preparation for professional practice. With the guidance of a multidisciplinary team of faculty members and instructional support staff, students apply knowledge and skills from prior coursework. This is a communication-intensive course.Prerequisite: ENGR 2050 Introduction to Engineering Design or MANE 2220 Inventor's Studio 1 and senior standing."
MANE4330,Inventor's Studio 3,"An advanced course in technology innovation. Students learn Lean six sigma methodologies to set up a TQM (Total Quality Management) structure for their pilot operation, to scale up their product or technology innovation. Utilizing systems thinking, students design a lean manufacturing or technology service (e.g. software), operation. Tools and techniques will be learned, to conduct customer discovery, development, and interviews etc. Students develop new suppliers and design a lean supply chain. Regular seminars will be given by external speakers.Prerequisites: MANE 2220 Inventor's Studio 1 or ENGR 2050 Introduction to Engineering Design or permission of instructor. MANE 4220 Inventor's Studio 2 is recommended."
MANE4350,Nuclear Instrumentation and Measurement,"Nuclear instrumentation and radiation detector systems for the collection, processing and displaying of signals related to photons, electrons, alpha particles, and neutrons. Topics include: radiation interactions, counting statistics, ionization chambers, proportional counters, Geiger counters, scintillators, gamma-ray spectroscopy, semiconductor detectors, slow and fast neutron detection, liquid scintillation and TLD, and background and shielding. Students will tour a 100-MeV electron accelerator facility and learn to use MCNP code to simulate an HPGe gamma spectrometer.Prerequisite: MANE 2830 Nuclear Phenomena for Engineering Applications."
MANE4390,Nuclear Engineering Senior Design Project II,This is a required continuation of MANE 4380. This is a communication-intensive course.Prerequisite: MANE 4380 Nuclear Engineering Senior Design Project I.
MANE4420,Radiation Technology,"An introductory course on the generation, distribution, and interaction of ionizing radiation. Radiation sources such as radioisotopes, accelerators, focused ion beams, and cosmic rays are studied. Applications to semiconductor electronic devices, chemical polymerization, food preservation, sterilization, material modification, industrial and medical radiography, and radiation damage are presented.Prerequisite: MANE 2830 Nuclear Phenomena for Engineering Applications."
MANE4460,Engineering Materials for Nuclear Application,Materials selection for nuclear applications in current and next generation nuclear systems.  specific topics include: crystal structure; atomic bonds; defects in solids; thermodynamics; phase diagrams; kinetic processes in materials diffusion; phase transformation; mechanical properties of materials; thermal transport behavior of nuclear materials; corrosion in nuclear systems; radiation interaction of materials with neutron and charged particles; microstructural evolution of materials; properties of fuel clad; fuel chemistry; high burn-up and accident tolerant fuels; and nuclear waste management.
MANE4500,Modeling and Control of Dynamic Systems,"Introduction to modeling, analysis, and control of dynamic systems. Modeling of mechanical, electrical, and electromechanical systems. Time-domain and Laplace-Transform solutions. Block diagrams and transfer functions. Analysis and design of feedback control systems. Control system representation and characteristics. System performance specifications. Absolute stability criteria. Root-Locus and frequency response analysis and design methods. Systems compensation and controller design.Corequisites: MATH 2400 Introduction to Differential Equations, PHYS 1200 Physics II."
MANE4510,Control Systems Laboratory,"Laboratory introduction to the design, analysis and interpretation of key components of an intelligent physical system: sensing, communication, computation, simulation, programming, and control. Modeling and simulation of physical phenomena. Design of control algorithms (e.g., PID, state feedback) applied to a variety of physical systems. Modeling systems from data. Analysis of data, algorithm development, and implementation in hardware, including nonlinear and hardware effects of discretization, delays, saturation, and sampling. Extensive use of METLAB and Simulink. Corequisite: MANE 4500 Modeling and Control of Dynamic Systems"
MANE4520,Mechatronics,"The synergistic combination of mechanical engineering, electronics, control engineering, and computer science in the design process. The key areas of mechatronics studied in depth are control sensors and actuators, interfacing sensors and actuators to a microcomputer, discrete controller design, and real-time programming for control using the C programming language. The unifying theme for this heavily laboratory-based course is the integration of the key areas into a successful mechatronic design.Prerequisites: either ENGR 2350 Embedded Control and MANE 4050 Modeling and Control of Dynamic Systems or MANE 4500 Modeling and Control of Dynamic Systems and MANE 4510 Control Systems Lab."
MANE4540,Digital Control Systems,"Sampling, quantization, and reconstruction of signals. Mathematical tools used in the modeling, analysis, and synthesis of discrete-time control systems. Analysis tools include z-transforms, difference equation solutions, state variables, and transfer function techniques. Design tools digital PID controller, root locus, bilinear transformations, compensation techniques and full-state feedback. Applications to sampled-data control.Prerequisite: ESCE 2410 Signals and Systems or MANE 4050 Modeling and Control of Dynamic Systems or MANE 4500 Modeling and Control of Dynamic Systems."
MANE4550,Analy. Of Manuf. Process.,
MANE4730,Heat Transfer,"Comprehensive treatment of conduction, convection (including boiling and condensation), and radiation heat transfer. Thermal system design and performance (including heat exchangers). Emphasis is on physical and mathematical modeling of engineering systems for application of modern analytical and computational solution methods.Prerequisite: MANE 2710 Thermodynamics; Corequisite: MANE 2720 Fluid Mechanics."
MANE4740,Thermal and Fluids Engineering Laboratory,"Laboratory experience to complement MANE Thermal-Fluids sequence. Demonstration of principles of thermodynamics, fluid mechanics, and heat transfer for mechanical engineering applications through a number of structured experiments. Technical communication skills and decision-making in the face of uncertainty are strongly emphasized.MANE 2710 Thermodynamics and MANE 2720 Fluid Mechanics; Corequisites: MANE 4730 Heat Transfer."
MANE4800,Boundary Layers and Heat Transfer,The Navier-Stokes equations and the boundary layer approximation. Exact solutions and integral methods of incompressible boundary layers. Transition; turbulence. Convective heat transfer in laminar and turbulent flow.Prerequisite: MANE 4070 Aerodynamics I or MANE 4010 Thermal and Fluids Engineering II or MANE 4720 Fluid Mechanics.
MANE4830,Acoustics Engineering,"Solutions of acoustic wave and diffusion equations; stationary and moving monopole, dipole, quadrapole sources; geometrical acoustics; acoustical impedance, energy density, source strength, intensity flux; near and far field approximations; stationary and moving boundary interaction (viscous, dilational boundary layers, streaming, scattering). Applications include propeller, turbulent noise; total- and semi-anechoic chambers; loudspeakers; microphones, straight, tapered fluidic transmission lines; water hammer; musical instruments; room acoustics; sound absorbing, transmitting, and reflecting solid, liquid, gaseous media property determination.Prerequisites: ENGR 2090 Engineering Dynamics and MATH 2400 Introduction to differential Equations."
MANE4900,Aeroelasticity and Structural Vibrations,"Basic concepts in static and dynamic aeroelasticity. Structural vibrations, free and forced motion of discrete and continuous structures, introduction to modal analysis, and use of materials for dynamics tailoring. Aeroelastic behavior of complex structures, dynamic aeroelasticity. The phenomena of divergence, control surface effectiveness, and flutter and the use of composite materials for aeroelastic tailoring. The role of numerical methods will be emphasized.Prerequisites: MANE 4060 Aerospace Structures and Materials and MATH 2400 Introduction to Differential Equations."
MANE4910,Fluid Dynamics Laboratory,"Wind tunnel experiments in fluid mechanics and the aerodynamics of airplane models with emphasis on lift, drag, separation and stall, transition and turbulence, longitudinal and lateral stability, and data acquisition and analysis. This includes pressure and velocity measurement techniques, hot wire anemometry, demonstrations of Particle Imaging Velocimetry, flow visualizations, tunnel characterization, laboratory instrumentation, errors and noise in measurements, digital sampling, and comparison of measured data with theoretical and computational predictions. Prerequisite: MANE 4070 Aerodynamics I."
MANE4920,Aerospace Structures and Control Laboratory,"Laboratory experiments with primary emphasis on lightweight structures, structural dynamics, and control as it applies to aircraft and spacecraft. Experiments include elastic instability, linear and nonlinear structural vibrations, gyrodynamics, spacecraft stability, the role of materials (including composites), etc.Prerequisite: MANE 4060 Aerospace Structures and Materials."
MANE4940,"Individual Projects in Mechanical Engineering, Aerospace Engineering or Nuclear Engineering",Permission of instructor.
MANE4960,System Id   Learning From Data,
MANE4961,Linac Lab,
MANE4963,Health Phys & Med Asp Of Rad,
MANE4964,Mane Safety Program,
MANE6080,Vtol Aircraft Flight Mechanics,
MANE6140,Introduction to CFD,"This is a course on introduction to computational fluid dynamics. This course provides knowledge necessary to model engineering applications consistent with energy and fluid-dynamic physical laws. Discretization models include: overview of finite difference, finite element, and finite volume discretization approaches, physical problem classification, discretization techniques, and numerical guidelines. Applications include: incompressible and compressible flows, laminar and turbulence flows, with introduction to computational fluid dynamics turbulence modeling, followed by boundary layer, and parabolized flow simplifications. Prerequisites:  ENGR 2250 Thermal and Fluids I or MANE 2720 Fluid Mechanics, and MATH 2010 Multivariate Calculus and Matrix Algebra. Numerical and programming background preferred, not required."
MANE6210,VTOL Aircraft Design,"Aerodynamics and dynamics of lifting rotors. Design concepts by which rotor weight and stress are minimized and vehicle control is provided. Weight and engine power trends for configuration definition. Center of gravity and aerodynamic lift and moment for equilibrium and desired aircraft attitude. Methods for determining size weight, and cost for a given payload, useful volume, and specified performance. This is a communication-intensive course.Prerequisite: MANE 4120 Helicopter Aerodynamics and Performance or MANE 4130 Multirotor Aerial Vehicles or permission of the instuctor."
MANE6250,Continuum Mechanics,"General curvilinear coordinates, determinants, diagonalization of symmetric matrices, polar decomposition theorem. Description of finite deformation and motion, convected coordinates. Conservation equations, Cauchy and Piola-Kirchhoff stress tensors and equations of motion. Boundary conditions. Thermodynamics of continua, invariance principles, objective tensors. Constitutive equations, nonlinear elasticity, thermoelasticity, heat conducting fluids. Linearizations. Variational derivation of the equations of nonlinear elasticity.Prerequisite: MANE 6170 Mechanics of Solids or permission of instructor."
MANE6260,Radiation Technology and Applications,"An introductory course on the generation, distribution, and interaction of ionizing radiation. Radiation sources such as radioisotopes, accelerators, focused ion beams, and cosmic rays are studied. Applications to semiconductor electronic devices, chemical polymerization, food preservation, sterilization, material modification, industrial and medical radiography, and radiation damage are presented.Prerequisite: MANE 2830 Nuclear Phenomena for Engineering Applications."
MANE6370,Thermal-Hydraulic Design of Nuclear Reactors,"An introduction to the principles underlying the thermal-hydraulic design of nuclear power reactors. Topics include plant thermal limits, sub-channel analysis, thermal-hydraulic stability analysis, and reactor system response during both normal and postulated accident conditions.Prerequisite:  MANE 6840 or equivalent."
MANE6380,Nuclear Reactor Materials,"The physical metallurgy and associated physical chemistry of problems encountered in the application of materials in nuclear reactors is discussed. Specifically, the metallurgy and physical chemistry of ceramic fuels (e.g., oxygen potentials), the primary fuel densification and pellet-clad interaction mechanisms, irradiation-induced creep, hardening, and embrittlement mechanisms, and the properties of zircalloy are covered.Prerequisite: MANE 4480 Physics of Nuclear Reactors."
MANE6420,Multibody Dynamics,
MANE6480,Health Physics and Medical Aspects of Radiation,"Use of radioisotopes and radiation in nuclear medicine, radiation chemistry, basis of dosimetry, ionizing and nonionizing energy transfer processes in living tissue and cells. Radiation effects on the structure of nucleic acids, proteins, and cell membranes with emphasis on mechanisms by which cell viability is lost. Background in radiation chemistry is developed in particular for engineering majors. Applications are given in nuclear medicine, cancer therapy, and radiation in the environment."
MANE6490,Plasticity,"Stress invariants. Polyaxial stress-strain relation for strain-hardening materials. Ideal plasticity, various yield conditions, and associated flow rules. Variational principles. Limit analysis. Applications in elastic-plastic stress analysis, metal forming, plastic collapse, and plastic instability."
MANE6560,Incompressible Flow,"Graduate fluid mechanics course on classical and modern approaches to hydrodynamics. Topics cover three areas, (1) surface waves, (2) flow instability, and (3) vortex dynamics. Wave topics include linear dispersive and nondispersive waves, weakly nonlinear waves, and viscous effects, with special attention to surface tension phenomena. Flow instabilities include gravitational, capillary, thermal, centrifugal, and viscous instabilities. Topics in vortex dynamics include vortex laws and flow invariants, generation and decay of vorticity, and vortex-boundary interaction."
MANE6620,Optimal Control Theory,
MANE6800,Manufacturing Systems Integration,"Examination of the basic elements that are used to integrate the design and manufacture of capital and consumer products; manufacturing information systems, CAD/CAM systems, and manufacturability considerations when integrating unit process operations."
MANE6900,Seminar,
MANE6940,"Individual Projects in Mechanical Engineering, Aeronautical Engineering, Nuclear Engineering, or Engineering Physics",Permission of instructor.
MANE6960,"Topics in Mechanical Engineering, Aeronautical Engineering, Nuclear Engineering, or Engineering Physics",
MANE6962,Teaching In Postsecondary Ed,
MANE6980,Master's Project,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library."
MANE6990,Master's Thesis,"Active participation in research, under the supervision of a faculty adviser, leading to a master's thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the thesis has been presented, approved by the adviser, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library."
MANE9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S."
MTLE2100,Structure of Engineering Materials,"The first course in Materials Science and Engineering. Structures of metals, ceramics, and polymers and experimental techniques for their determination are discussed. Laboratory experience is included.Prerequisite:  ENGR 1600 or equivalent."
MTLE4100,Thermodynamics of Materials,"Rigorous development of classical thermodynamics as applied to prediction of materials properties. Nonideal gases, solutions, phase equilibria, chemical equilibria, defects.Prerequisites: ENGR 2250, CHEM 1100, ENGR 1600 or equivalent."
MTLE4200,Electrical and Optical Properties of Materials,"Electronic and optical properties of metals, dielectrics, semiconductors, and organic molecular solids. Introduction to quantum mechanics. Lattice vibrations, magnetism, energy bands in solids. Free and nearly free electron models. Effect of electronic structure on interatomic bonding. Semiconductors and their devices.Prerequisites: ENGR 1600, MTLE 2100, PHYS 1200."
MTLE4400,Materials Synthesis and Processing,"This course covers materials processing in the area of metals, polymers, ceramics, and electronic materials. Some processes covered include casting, molding, deformation processing, additive processing, and joining methods. Design and analysis of experiments and process modeling are emphasized. Includes laboratories.Prerequisites: MTLE 4200, MTLE 4150, MTLE 4250."
MTLE4470,Biology in Materials Science,"This course will cover the basic principles of biology in the context of materials science as well as emerging and cutting applications of biomaterials science. Topics will include: fundamentals of biological self assembly and hierarchical structures; examination of structure-property relationships in naturally occurring biopolymers, foams, and ceramic composites; biomimetic design and synthesis of novel materials at the molecular and nanoscale levels. Students will gain a deeper appreciation of the impact of biological principles on current topics in materials science.ENGR 1600."
MTLE4910,Materials Selection,"This class covers basic materials selection concepts and the underlying structure-property-process-performance interaction. Engineering materials, structures and properties, principles and process of materials selection, generation of materials performances indices, assessment and optimization of performance, processing routes and manufacturing issues, role of reverse engineering and failure analysis in design are covered. Materials selection against yielding, fracture, flexure, buckling, fatigue, creep, corrosion, and wear are addressed. Decomposition of engineering problems into functional, geometric, and materials constraints are emphasized. Materials selection based on simple and complex or conflicting constraints will be developed. Students will perform written assignments and oral presentations to develop communication skills. Enrollment for Materials Science and Engineering majors is restricted to juniors, seniors, or graduates.Prerequisites: CHEM 1100 and ENGR 1600."
MTLE4920,Multidisciplinary Capstone Design,"A capstone design experience that engages students from biomedical, computer systems, electrical, industrial, materials, and mechanical engineering on teams in an open-ended engineering design problem in preparation for professional practice. With the guidance of a multidisciplinary team of faculty members and instructional support staff, students apply knowledge and skills from prior coursework. This is a communication-intensive course.Prerequisite: ENGR 2050, MTLE 4910 and senior status."
MTLE4940,Readings In Mtse,
MTLE4960,Nanoscale X Ray Scat Imaging,
MTLE4961,Nanostructured Materials,
MTLE6060,Advanced Kinetics of Materials Reactions,"Diffusion and phase transformations: solutions to the diffusion equation, moving boundaries, concentration-dependent diffusion coefficient, interdiffusion, nucleation, crystal growth from the vapor and solution, solidification. Precipitation: general, cellular, and G-P zones. Allotropic and martensitic transformations. Grain growth. Sintering.Prerequisite: MTLE 4100 or MTLE 6030 or equivalent."
MTLE6120,Advanced Electronic Properties of Materials,"Review of essential electromagnetic theory and quantum mechanics, including exact models and approximate methods. Application to behavior of electrons in solids including electronic band structure, charge carrier statistics and charge transport in metals, semiconductors, and insulators. Dielectric, optical, and magnetic properties. Solid-vacuum, solid-liquid, and solid-solid interfaces. Applications to semiconductor, optoelectronic, and magnetic devices."
MTLE6300,Integrated Circuit Fabrication Laboratory,"Theory and practice of IC fabrication in a research laboratory environment. Test chips are fabricated and the resulting devices and circuits evaluated. Processes and fabrication equipment studied and used include oxidation/diffusion, CVD reactors, photolithography, plasma etching, vacuum evaporator, ion implantation, etc. Instruments used in process monitoring and final testing include thin film profilometer, ellipsometer, resistivity probe, scanning electron microscope, capacitance-voltage system, etc. The fundamentals of hazardous material handling and clean room procedures are studied.Prerequisite: ECSE 4250 or equivalent."
MTLE6430,Materials Characterization,"Principles and applications of current techniques for the chemical, structural, and morphological characterization of engineering materials, with an emphasis on materials used in the microelectronics industry. Techniques studied include various electron and ion spectroscopies, electron microscopies, and diffraction techniques."
MTLE6480,Nanostructured Materials,"The course introduces students to the building blocks of nanostructured materials, material behavior when they are assembled, and the technological implications of these materials, with emphasis on new developments in this field and future perspectives. Lectures by the instructor and other faculty experts on various aspects of nanomaterials are followed by student lectures in areas of their own particular interest. These lectures then become the basis for students to create video presentations for broader dissemination."
MTLE6500,Modeling of Materials,"This course introduces basic concepts used in the modeling of material properties. The course will include quantum mechanics, molecular dynamics, Monte Carlo and continuum level analysis, and multiscale methods as applied to the modeling of soft and hard matter. The methods are introduced in a computer laboratory environment. Open to graduates and qualified undergraduates.Undergraduates must have junior standing or permission of the instructor."
MTLE6670,Biology in Materials Science,"This course will cover the basic principles of biology in the context of materials science as well as emerging and cutting applications of biomaterials science. Topics will include: fundamentals of biological self-assembly and hierarchical structures; examination of structure-property relationships in naturally occurring biopolymers, foams, and ceramic composites; biomimetic design and synthesis of novel materials at the molecular and nanoscale levels. Students will gain a deeper appreciation of the impact of biological principles on current topics in materials science.ENGR 1600.
 "
MTLE6900,Graduate Seminar,
MTLE6940,Materials Engineering Project,
MTLE6963,Functional Ceramics,
MTLE6980,Master's Project,"Active participation in a master's-level project, under the supervision of a faculty adviser, leading to a master's project report. Grades S or U are assigned at the end of the semester. If recommended by the adviser, the master's project may be accepted by the Office of Graduate Education to be archived in the library."
MTLE6990,Master’s Thesis,"Active participation in research, under the supervision of a faculty adviser, leading to a master’s thesis. Grades of S or U are assigned by the adviser each term to reflect the  student's research progress for the given semester. Once the thesis has  been presented, approved by the adviser, and accepted by the Office of  Graduate Education, it will be archived in a standard format in the  library."
MTLE9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a master’s thesis. Grades of S or U are assigned by the adviser each term to reflect the student's research progress for the given semester. Once the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education, it will be archived in a standard format in the library."
ASTR1960,Topics in Astronomy and Astrophysics,
ASTR2940,Special Projects in Astronomy,Study and research in various fields of astronomy to demonstrate interest in and ability for independent work.Prerequisite: permission of instructor.
ASTR2961,Particle Astrophysics,
ASTR4120,Observational Astronomy,"An introduction to astronomical observing techniques and instrumentation. Optical telescope design. Observatory site selection. Telescopes above the atmosphere. Imaging techniques: photography, charge-coupled devices. Optical photometry, spectroscopy, and polarimetry, and their applications. Infrared techniques and applications. Radio astronomy. Includes evening laboratory sessions.Prerequisite: ASTR 2050 or permission of instructor."
ASTR4240,Gravitation and Cosmology,"Introduction to the physics of gravitation and spacetime. Special relativity, tensor calculus, and relativistic electrodynamics. General relativity with selected applications of Einstein's field equations (gravitational time dilation; gravitational lensing; frame dragging; gravitational radiation). The physics of nonrotating and rotating black holes. Relativistic models for the large-scale structure of the Universe. Observational constraints on the cosmological parameters. Big Bang nucleosynthesis, the Cosmic Background Radiation. A culminating experience project is required. (Meets with PHYS 4240.)Prerequisite: PHYS 4330 and MATH 4600."
ASTR4940,Special Projects in Astronomy,Study and research in various fields of astronomy to demonstrate interest in and ability for independent work.Prerequisite: permission of instructor.
ASTR6940,Readings in Astronomy and Astrophysics,
ASTR6970,Professional Project,"Active participation in a semester-long project, under the supervision of a faculty adviser. A Professional Project often serves as a culminating experience for a Professional Master’s program but, with departmental or school approval, can be used to fulfill other program requirements. With approval, students may register for more than one Professional Project. Professional Projects must result in documentation established by each department or school, but are not submitted to the Office of Graduate Education and are not archived in the library. Grades of A, B, C, or F are assigned by the faculty adviser at the end of the semester. If not completed on time, a formal Incomplete grade may be assigned by the faculty adviser, listing the work remaining to be completed and the time limit for completing this work."
ASTR9990,Research In Astronomy,
BCBP2900,Research in Biochemistry/Biophysics,Hands-on research in a faculty member's research laboratory.Permission of instructor.
BCBP2940,Readings in Biochemistry/Biophysics,"Independent study of selected readings in the fields of biochemistry and biophysics, supervised by a faculty member.Permission of instructor."
BCBP2941,Out Of Classroom Exp In Bcbp,
BCBP4310,Genetic Engineering,"In this course, students will explore the molecular methods and applications of recombinant DNA technology and the issues regarding their use through case studies on the effect of genetic engineering in medicine, agriculture, biology, forensics, and various other areas of technology. The course has three major components: 1) techniques used in the generation of recombinant molecules, 2) application of recombinant technology to diagnostics and therapeutics and 3) genetically modified organisms. May be used to fulfill the Culminating Experience requirement in Biology. (Students cannot obtain credit for both this course and BCBP 6310.)Prerequisites or corequisites: BCBP 4760 and BIOL 4620, or permission of instructor."
BCBP4550,Molecular Modeling,"This course covers the theory and practice of the structural modeling of proteins and other biomolecules using informatics-driven and energy-based approaches. Topics include template-based comparative modeling, secondary structure prediction, tertiary structure prediction, protein classification, sidechain rotamers, docking, protein design, energy minimization, electrostatics, molecular dynamics, and molecular surfaces. Molecular modeling software will be provided. Laptop computers are required. BIOL 4550, BIOL 6420, BCBP 4550, and BCBP 6420 meet jointly; only one of these courses can be taken for credit.Prerequisite: MATH 1020, BIOL 4620, BIOL 4760."
BCBP4660,The Biology Of Systems,
BCBP4710,Biochemistry Laboratory,"Major principles of biochemistry are illustrated as students purify and analyze specific proteins. Experience is obtained with various techniques including protein extraction from bacteria and tissues, chromatography, ultracentrifugation, spectrophotometric analysis, and electrophoresis. The course includes extensive hands-on laboratory work, as well as the writing of in-depth reports. (Students cannot obtain credit for both this course and BIOL 4710.) This is a communication-intensive course.Prerequisite: BIOL 1010, BIOL 2120."
BCBP4770,Molecular Biochemistry II,"The second semester of the molecular biochemistry sequence. Topics include lipids and lipid metabolism, amino acid metabolism and the coenzymes involved in this metabolism, nucleic acid synthesis and chemistry, protein synthesis and degradation, integration of metabolism, photobiology, and photosynthesis. This course is taught in studio mode. (Students cannot obtain credit for both this course and either BIOL 4770 or CHEM 4770.)Prerequisite: BCBP 4760 or equivalent."
BCBP4990,Senior Research Thesis,"Independent laboratory research, on or off campus, supervised by a faculty member, culminating in a written thesis; or literature research culminating in the writing of a review article. The thesis research must also be presented in the form of a poster presentation or a talk. This is a communication-intensive course.Permission of instructor."
BCBP6310,Genetic Engineering,"In this course, students will explore the molecular methods and applications of recombinant DNA technology and the issues regarding their use through case studies on the effect of genetic engineering on medicine, agriculture, biology, forensics, and various other areas of technology. The course has three major components: 1) techniques used in the generation of recombinant molecules, 2) application of recombinant technology to diagnostics and therapeutics and 3) genetically modified organisms. May be used to fulfill the Culminating Experience requirement in Biology.Undergraduate course in molecular biology and biochemistry or permission of instructor. (Students cannot obtain credit for both this course and BCBP 4310.)"
BCBP6420,Molecular Modeling,"This course covers the theory and practice of the structural modeling of proteins and other biomolecules using informatics-driven and energy-based approaches. Topics include template-based comparative modeling, secondary structure prediction, tertiary structure prediction, protein classification, sidechain rotamers, docking, protein design, energy minimization, electrostatics, molecular dynamics, and molecular surfaces. Molecular modeling software will be provided. Laptop computers are required. BIOL 4550, BIOL 6420, BCBP 4550, and BCBP 6420 meet jointly; only one of these courses can be taken for credit.Prerequisite: MATH 1020, BIOL 4620, BIOL 4760."
BCBP6650,The Biology Of Systems,
BCBP6940,Readings in Biochemistry/Biophysics,"Independent study of selected readings in the fields of biochemistry and biophysics, supervised by a faculty member.Permission of instructor."
BCBP6963,Chromatography Separation,
BCBP9990,Dissertation,"Active participation in research, under the supervision of a faculty adviser, leading to a doctoral dissertation. Grades of IP are assigned until the dissertation has been publicly defended, approved by the doctoral committee, and accepted by the Office of Graduate Education to be archived in a standard format in the library. Grades will then be listed as S."
BIOL1010,Introduction to Biology,"Introduction to biological systems. Discussion of problems associated with biological organization, scaling, and hierarchy. Major topics covered include evolution, genetics and medicine, and ecology. The course considers the biological components of various environmental, social, and individual problems. Course is taught using both traditional and research-based pedagogical methods.BIOL 1015 Introduction to Biology Laboratory is a corequisite."
BIOL1015,Introduction to Biology Laboratory,"The goal of this laboratory course is to learn about biology through hands-on, project-based lab activities that engage students in actual biology experiments and procedures - learning biology by actually doing biology.Corequisite: BIOL 1010 Introduction to Biology."
BIOL2120,Introduction to Cell and Molecular Biology,"Structural and functional relationships of cells are discussed with regard to similarities among all living organisms. Introduction to cellular biochemistry, metabolism and energy flow, cellular and Mendelian genetics, and the chemical basis of heredity. The laboratory exercises illustrate current concepts in cellular and molecular biology."
BIOL2900,Research in Biology,"Independent study program for the purpose of developing research skills under the guidance of a faculty member. This course may be repeated, and it cannot count as a biology elective.Permission of instructor."
